username,gender,label,prediction
FamDoc_Forest,F,NOT NB,NOT NB
theMattDouglas,M,NOT NB,NOT NB
Khoshtistic,M,NOT NB,NB
prickly_boi,NB,NB,NB
lbdehertogh,F,NOT NB,NOT NB
KateLechler,F,NOT NB,NOT NB
NadkarniNamrata,F,NOT NB,NOT NB
zachhynes,M,NOT NB,NOT NB
TwitchWasHere,NB,NB,NOT NB
JessiHonard,F,NOT NB,NOT NB
Maybe_Ketamine,F,NOT NB,NOT NB
Merc_Wolfmoor,NB,NB,NB
shesthefirst,F,NOT NB,NOT NB
JoEatsFood,NB,NB,NB
JasonCMarvin,M,NOT NB,NOT NB
clubnobbie,M,NOT NB,NOT NB
CindyPAndrew1,F,NOT NB,NOT NB
VioletFireBee,NB,NB,NOT NB
CommsGeekJamie,F,NOT NB,NOT NB
centralscot,M,NOT NB,NOT NB
nicycle,F,NOT NB,NOT NB
hawklord2112,M,NOT NB,NOT NB
goth_theyfriend,NB,NB,NB
SpenserStarke,M,NOT NB,NOT NB
nylah_reviews,F,NOT NB,NOT NB
theMattDouglas,M,NOT NB,NOT NB
jmugele,M,NOT NB,NOT NB
chordaetendinae,NB,NB,NOT NB
darcy,M,NOT NB,NOT NB
JamilaMHammami,NB,NB,NOT NB
thicket,F,NOT NB,NOT NB
_mpoe,NB,NB,NB
dm56892,NB,NB,NOT NB
gojirama,F,NOT NB,NOT NB
TisforTMI,F,NOT NB,NOT NB
SunshineChasing,F,NOT NB,NOT NB
mr_shiny,M,NOT NB,NOT NB
alisonailea,NB,NB,NB
mcnees,M,NOT NB,NOT NB
dogbitebaby,NB,NB,NB
They_Goblin,NB,NB,NB
__livvv_,F,NOT NB,NB
msmegmassey,F,NOT NB,NOT NB
imamusaller,NB,NB,NOT NB
newsmansimon,M,NOT NB,NOT NB
IndoorWTF,M,NOT NB,NOT NB
zannalyons,F,NOT NB,NOT NB
HistoryNed,M,NOT NB,NOT NB
JamilaMHammami,NB,NB,NOT NB
Spatial_Punk,NB,NB,NOT NB
BucketheadCase,M,NOT NB,NB
lburkins,F,NOT NB,NOT NB
anthoknees,NB,NB,NOT NB
catrocketship,NB,NB,NOT NB
JeremyCShipp,NB,NB,NOT NB
TrackerJessica,F,NOT NB,NOT NB
Ironjotun,F,NOT NB,NOT NB
wilko_lauren,NB,NB,NOT NB
ShesHerOwnCEO,F,NOT NB,NOT NB
James_C_Mccloy,M,NOT NB,NOT NB
BroussardRhonda,F,NOT NB,NOT NB
TheyThemTheEli,NB,NB,NB
kim_alloway,NB,NB,NB
lilamayhiggins,F,NOT NB,NOT NB
pastordj,M,NOT NB,NOT NB
graciedactyl,F,NOT NB,NOT NB
DeNovo_Fatima,F,NOT NB,NOT NB
RHicks,F,NOT NB,NOT NB
gsnedders,NB,NB,NOT NB
anders_d_k,M,NOT NB,NOT NB
marteki,F,NOT NB,NOT NB
JohannesEvans,M,NOT NB,NOT NB
chrisgwilliams,M,NOT NB,NOT NB
Debbieterras,F,NOT NB,NOT NB
lilamayhiggins,F,NOT NB,NOT NB
inspirasian51,NB,NB,NB
wyrdgaest,M,NOT NB,NB
PNambyar,NB,NB,NOT NB
LWPBdotnet,F,NOT NB,NOT NB
gpshead,M,NOT NB,NOT NB
Dr_Ronx,NB,NB,NB
hesterchill,NB,NB,NOT NB
TimLumpkins,M,NOT NB,NOT NB
jvlioedel,NB,NB,NB
Kmlaffs,F,NOT NB,NOT NB
rlorenxo,NB,NB,NB
wilko_lauren,NB,NB,NOT NB
KrisEmilyMD,F,NOT NB,NOT NB
gojirama,F,NOT NB,NOT NB
JVTrev,NB,NB,NB
TheBlackFemVeg,NB,NB,NB
TheyThemTheEli,NB,NB,NB
oakandfur,M,NOT NB,NOT NB
shamarbeverly,M,NOT NB,NB
nickytonline,M,NOT NB,NOT NB
Candi,F,NOT NB,NOT NB
mawillcockson,NB,NB,NOT NB
debdef,F,NOT NB,NOT NB
chordaetendinae,NB,NB,NOT NB
Casually_Jay,M,NOT NB,NOT NB
alisonailea,NB,NB,NOT NB
roeldobbe,M,NOT NB,NOT NB
wilko_lauren,NB,NB,NOT NB
wilko_lauren,NB,NB,NOT NB
Scuffsta,NB,NB,NOT NB
isaacangelz,NB,NB,NB
allyrosecoll,F,NOT NB,NOT NB
pastriesandcake,F,NOT NB,NOT NB
kercoby,NB,NB,NB
momdragana,M,NOT NB,NOT NB
Casually_Jay,M,NOT NB,NB
ryanlpainter,M,NOT NB,NOT NB
Nylons,F,NOT NB,NOT NB
JessiHonard,F,NOT NB,NOT NB
cwalterswrite,M,NOT NB,NOT NB
josueisbaby,NB,NB,NOT NB
lilamayhiggins,F,NOT NB,NOT NB
CommsGeekJamie,F,NOT NB,NOT NB
lburkins,F,NOT NB,NOT NB
Ravelyn,F,NOT NB,NOT NB
amyunchained,NB,NB,NB
MyQueerAccount,NB,NB,NOT NB
andreacollier,F,NOT NB,NOT NB
anders_d_k,M,NOT NB,NOT NB
rob_kabobb,M,NOT NB,NOT NB
dm56892,NB,NB,NOT NB
ScritchfieldRD,F,NOT NB,NOT NB
TonyChatman,M,NOT NB,NB
immacuIatechaos,NB,NB,NB
peachmakkoli,NB,NB,NB
StephenGKrueger,NB,NB,NOT NB
UA_Mr_Harrell,M,NOT NB,NOT NB
gpshead,M,NOT NB,NOT NB
KevinIrvineChi,M,NOT NB,NOT NB
M_A_Ormerod,M,NOT NB,NOT NB
IncredibleHulko,F,NOT NB,NOT NB
jguard_24,M,NOT NB,NOT NB
tiffanymjewell,F,NOT NB,NOT NB
JuliusGoat,M,NOT NB,NOT NB
RachEttinger,F,NOT NB,NOT NB
vinayaravind,M,NOT NB,NOT NB
nagnagnag,M,NOT NB,NOT NB
brenda_slomka,F,NOT NB,NOT NB
meaganintx,F,NOT NB,NOT NB
becky__wong,F,NOT NB,NOT NB
BeckyAnnison,F,NOT NB,NOT NB
AshleyThaoDam,NB,NB,NOT NB
SParSuperStar,F,NOT NB,NOT NB
DanitheEngineer,F,NOT NB,NOT NB
JennaMagnuski,F,NOT NB,NOT NB
zannalyons,F,NOT NB,NOT NB
goldman,M,NOT NB,NOT NB
AtomicFirebird,NB,NB,NOT NB
gantpants,M,NOT NB,NOT NB
_runfatgirlrun,F,NOT NB,NOT NB
Echo_Heo,NB,NB,NB
annaecook,F,NOT NB,NOT NB
ShannonNara,F,NOT NB,NOT NB
grooveplex,M,NOT NB,NOT NB
abbsnocon,F,NOT NB,NOT NB
wilko_lauren,NB,NB,NOT NB
belchetron,M,NOT NB,NOT NB
MillennialXpert,F,NOT NB,NOT NB
dm56892,NB,NB,NOT NB
zannalyons,F,NOT NB,NOT NB
m__fluke,NB,NB,NB
AliceSkary,NB,NB,NB
pastriesandcake,F,NOT NB,NOT NB
hawklord2112,M,NOT NB,NOT NB
TimLumpkins,M,NOT NB,NOT NB
AlexHarrowSFF,NB,NB,NB
chic0junit,M,NOT NB,NOT NB
philcritchley,M,NOT NB,NOT NB
prmorphine,M,NOT NB,NOT NB
jguard_24,M,NOT NB,NOT NB
llimcole,F,NOT NB,NOT NB
HistoryNed,M,NOT NB,NOT NB
EEADHorne,F,NOT NB,NOT NB
nicycle,F,NOT NB,NOT NB
RisukaMisai,NB,NB,NB
mcnees,M,NOT NB,NOT NB
CHeartsTrees,F,NOT NB,NOT NB
thegaythey,NB,NB,NOT NB
sorenwork,NB,NB,NOT NB
Stacyc55,F,NOT NB,NOT NB
TonyChatman,M,NOT NB,NOT NB
TheWallner,F,NOT NB,NOT NB
leahtova,NB,NB,NB
Mr_He_Me_Him,M,NOT NB,NOT NB
gauravsabnis,M,NOT NB,NOT NB
maxmasure,NB,NB,NB
helllpapii,NB,NB,NB
camikaos,F,NOT NB,NOT NB
carr_8,F,NOT NB,NOT NB
anthoknees,NB,NB,NOT NB
IndoorWTF,M,NOT NB,NOT NB
TheAtomicMommy,F,NOT NB,NOT NB
They_Goblin,NB,NB,NB
2014ORTOY,M,NOT NB,NOT NB
Rebecca__Rouse,F,NOT NB,NOT NB
HerArtSheLoves,F,NOT NB,NOT NB
kim_hoyos,F,NOT NB,NOT NB
2014ORTOY,M,NOT NB,NOT NB
MsMandyJ,F,NOT NB,NOT NB
justjerdi,F,NOT NB,NOT NB
KrisEmilyMD,F,NOT NB,NOT NB
tstockstein,F,NOT NB,NOT NB
TrinityTheTuck,NB,NB,NOT NB
TallTechy,F,NOT NB,NOT NB
anuomni,NB,NB,NB
fleshloathe,NB,NB,NB
niamhnichuilinn,F,NOT NB,NOT NB
efboltz,F,NOT NB,NOT NB
BryanLakatos,M,NOT NB,NOT NB
TheBlackFemVeg,NB,NB,NOT NB
geexella,NB,NB,NB
teachingmissk,F,NOT NB,NOT NB
Candi,F,NOT NB,NOT NB
smolqueerdragon,F,NOT NB,NB
blanketperson,M,NOT NB,NOT NB
sjw_LauraKinney,NB,NB,NOT NB
Whilhorst,M,NOT NB,NOT NB
ogflavorsstan,NB,NB,NB
IanCrookshank,M,NOT NB,NOT NB
kristanshawgo,F,NOT NB,NOT NB
EliPresidente,M,NOT NB,NOT NB
burst0fhope,NB,NB,NOT NB
M_A_Ormerod,M,NOT NB,NOT NB
_GreyWhite,NB,NB,NOT NB
kim_hoyos,F,NOT NB,NB
RLynneHarris,F,NOT NB,NOT NB
WritNelson,M,NOT NB,NOT NB
ShannonNara,F,NOT NB,NOT NB
RiderOfBrohon,NB,NB,NB
LELIAHSADE,NB,NB,NB
HESherman,M,NOT NB,NOT NB
AddieDomske,F,NOT NB,NOT NB
DonnaSteff,F,NOT NB,NOT NB
lizfromsela,F,NOT NB,NOT NB
Theclairrock,NB,NB,NOT NB
KateLechler,F,NOT NB,NOT NB
MeeraCK,F,NOT NB,NOT NB
gauravsabnis,M,NOT NB,NOT NB
brittnhasty,F,NOT NB,NOT NB
FamDoc_Forest,F,NOT NB,NOT NB
JohannesEvans,M,NOT NB,NOT NB
DomDiFurio,M,NOT NB,NOT NB
Jen_Ingham,F,NOT NB,NOT NB
shelvethebooks,NB,NB,NB
pancake_bitch,NB,NB,NOT NB
BlueRoseNZ,F,NOT NB,NB
mischief_nerd,NB,NB,NOT NB
justjerdi,F,NOT NB,NOT NB
PNambyar,NB,NB,NB
victoriagrows,NB,NB,NOT NB
RHicks,F,NOT NB,NOT NB
chordaetendinae,NB,NB,NOT NB
immacuIatechaos,NB,NB,NOT NB
VioletFireBee,NB,NB,NOT NB
RaymondForbes,M,NOT NB,NOT NB
inspirasian51,NB,NB,NOT NB
JonathanJR732,M,NOT NB,NOT NB
hiddeninabook,F,NOT NB,NOT NB
HistoryNed,M,NOT NB,NOT NB
EviKline,F,NOT NB,NOT NB
TheVersian,NB,NB,NB
JAMEE_NICOLEE,NB,NB,NOT NB
TheJasonGreene,M,NOT NB,NOT NB
peachmakkoli,NB,NB,NB
DN_Bryn,NB,NB,NB
RisukaMisai,NB,NB,NOT NB
dogbitebaby,NB,NB,NOT NB
RobKendt,M,NOT NB,NOT NB
juniperinlatin,NB,NB,NOT NB
Kolonakimou,NB,NB,NOT NB
adapperprof,F,NOT NB,NB
burst0fhope,NB,NB,NB
dudleypj,M,NOT NB,NB
HESherman,M,NOT NB,NOT NB
brittnhasty,F,NOT NB,NOT NB
underscoretire,M,NOT NB,NB
RLynneHarris,F,NOT NB,NOT NB
jathko,M,NOT NB,NOT NB
RLynneHarris,F,NOT NB,NOT NB
bensheldon,M,NOT NB,NOT NB
imamusaller,NB,NB,NOT NB
MsMandyJ,F,NOT NB,NOT NB
ellenblunsdon,F,NOT NB,NB
suffolkvicar,M,NOT NB,NOT NB
smolnswole,NB,NB,NOT NB
prickly_boi,NB,NB,NB
JAMEE_NICOLEE,NB,NB,NOT NB
KateEMontgomery,F,NOT NB,NOT NB
_runfatgirlrun,F,NOT NB,NOT NB
mjgiarlo,M,NOT NB,NB
CherylRainfield,F,NOT NB,NOT NB
BilldeBlasio,M,NOT NB,NOT NB
CABreretonKY,F,NOT NB,NOT NB
TawnyRoseCase,NB,NB,NB
almost5feet,F,NOT NB,NOT NB
AndiDealsPoker,F,NOT NB,NOT NB
jamsternazzy,NB,NB,NB
QuirkyQwerssie,NB,NB,NOT NB
RachEttinger,F,NOT NB,NOT NB
ClariceDAiello,F,NOT NB,NOT NB
gpshead,M,NOT NB,NOT NB
momdragana,M,NOT NB,NB
Zenorobster,M,NOT NB,NOT NB
LeslieJoy1,F,NOT NB,NOT NB
PupTetris,NB,NB,NOT NB
M_A_Ormerod,M,NOT NB,NOT NB
Rebecca__Rouse,F,NOT NB,NOT NB
zannalyons,F,NOT NB,NOT NB
davemusson,M,NOT NB,NOT NB
wilko_lauren,NB,NB,NOT NB
vinayaravind,M,NOT NB,NOT NB
jamsternazzy,NB,NB,NOT NB
thegaythey,NB,NB,NOT NB
startupjedi,M,NOT NB,NOT NB
carriefox,F,NOT NB,NOT NB
sekisetsu,NB,NB,NB
M_A_Ormerod,M,NOT NB,NOT NB
traviszinnel,M,NOT NB,NOT NB
DN_Bryn,NB,NB,NB
theredseraph,M,NOT NB,NOT NB
graciedactyl,F,NOT NB,NOT NB
Tsikbalichmaya,M,NOT NB,NOT NB
DanaeWriting,NB,NB,NOT NB
JVTrev,NB,NB,NOT NB
Candi,F,NOT NB,NOT NB
gayspacepilot,NB,NB,NOT NB
sunildasgupta4,M,NOT NB,NOT NB
TheOneTAR,NB,NB,NB
Kmlaffs,F,NOT NB,NOT NB
znmeb,M,NOT NB,NB
catrocketship,NB,NB,NOT NB
BeverlyYanuaria,F,NOT NB,NOT NB
isaacangelz,NB,NB,NOT NB
RHicks,F,NOT NB,NOT NB
JamilaMHammami,NB,NB,NOT NB
NadkarniNamrata,F,NOT NB,NOT NB
tiffanymjewell,F,NOT NB,NOT NB
paymentsexpert,M,NOT NB,NOT NB
suffolkvicar,M,NOT NB,NOT NB
AddieDomske,F,NOT NB,NOT NB
fairytopialex,NB,NB,NB
JasonCMarvin,M,NOT NB,NOT NB
CurtisCChen,M,NOT NB,NOT NB
smolnswole,NB,NB,NB
Archainis,M,NOT NB,NOT NB
leilazadeh,F,NOT NB,NOT NB
TheVersian,NB,NB,NOT NB
shengxiaoyu,F,NOT NB,NOT NB
pastordj,M,NOT NB,NOT NB
AKapilashrami,F,NOT NB,NOT NB
RaymondForbes,M,NOT NB,NOT NB
TheMudlily,F,NOT NB,NOT NB
ogflavorsstan,NB,NB,NB
Aliwaba,F,NOT NB,NOT NB
thegaythey,NB,NB,NOT NB
VioletFireBee,NB,NB,NOT NB
newsmansimon,M,NOT NB,NB
dalehirt,M,NOT NB,NOT NB
momdragana,M,NOT NB,NB
oakandfur,M,NOT NB,NOT NB
BeckyAnnison,F,NOT NB,NB
zannalyons,F,NOT NB,NOT NB
cpa12k,NB,NB,NOT NB
mawillcockson,NB,NB,NOT NB
_Auntie_Aimee,F,NOT NB,NOT NB
jamsternazzy,NB,NB,NB
_Auntie_Aimee,F,NOT NB,NOT NB
hawklord2112,M,NOT NB,NOT NB
joelcadams,M,NOT NB,NOT NB
RiaOtero,F,NOT NB,NOT NB
gauravsabnis,M,NOT NB,NOT NB
MC_of_A,M,NOT NB,NOT NB
graciedactyl,F,NOT NB,NOT NB
CherylRainfield,F,NOT NB,NOT NB
magdajoyce,F,NOT NB,NOT NB
becky__wong,F,NOT NB,NOT NB
cwalterswrite,M,NOT NB,NOT NB
leilazadeh,F,NOT NB,NOT NB
robiliciousnz,M,NOT NB,NOT NB
transzoeperry,F,NOT NB,NOT NB
ForWyo,F,NOT NB,NOT NB
rob_kabobb,M,NOT NB,NOT NB
AlfredLewislll,M,NOT NB,NB
shesthefirst,F,NOT NB,NOT NB
erinkburrell,F,NOT NB,NOT NB
juliannebrands,F,NOT NB,NOT NB
coreyevanmusic,M,NOT NB,NOT NB
CHeartsTrees,F,NOT NB,NOT NB
StringBassMotiv,M,NOT NB,NOT NB
momdragana,M,NOT NB,NB
itswalela,NB,NB,NOT NB
marteki,F,NOT NB,NOT NB
HESherman,M,NOT NB,NOT NB
TisforTMI,F,NOT NB,NOT NB
theshenners,NB,NB,NB
magdajoyce,F,NOT NB,NOT NB
axhawk,M,NOT NB,NOT NB
OhHeyDJ,M,NOT NB,NOT NB
rlorenxo,NB,NB,NOT NB
Khoshtistic,M,NOT NB,NB
StephenGKrueger,NB,NB,NOT NB
SpenserStarke,M,NOT NB,NOT NB
kevinspenst,M,NOT NB,NOT NB
jamestallosi,M,NOT NB,NOT NB
gwtrev,M,NOT NB,NOT NB
gauravsabnis,M,NOT NB,NOT NB
neonmoonmilk,NB,NB,NOT NB
JCKronin,NB,NB,NOT NB
TheAtomicMommy,F,NOT NB,NOT NB
tiffanymjewell,F,NOT NB,NOT NB
jonnysun,M,NOT NB,NB
AndiDealsPoker,F,NOT NB,NOT NB
skpodila,F,NOT NB,NOT NB
sjw_LauraKinney,NB,NB,NOT NB
efboltz,F,NOT NB,NOT NB
Shedrawsnigh,F,NOT NB,NOT NB
jonrosenberg,M,NOT NB,NOT NB
sunildasgupta4,M,NOT NB,NOT NB
ogflavorsstan,NB,NB,NB
TrackerJessica,F,NOT NB,NOT NB
blanketperson,M,NOT NB,NOT NB
KotaLee11,NB,NB,NB
BeckyAnnison,F,NOT NB,NOT NB
NifMuhammad,M,NOT NB,NOT NB
momdragana,M,NOT NB,NB
kvetchingguru,M,NOT NB,NOT NB
SweetVanLoan,F,NOT NB,NOT NB
obeykaedra,NB,NB,NB
iGregoryJohnson,M,NOT NB,NOT NB
victoriagrows,NB,NB,NOT NB
smolnswole,NB,NB,NB
suffolkvicar,M,NOT NB,NOT NB
Dr_Ronx,NB,NB,NB
paymentsexpert,M,NOT NB,NOT NB
JAMEE_NICOLEE,NB,NB,NOT NB
ryanlpainter,M,NOT NB,NOT NB
juniperinlatin,NB,NB,NB
iGregoryJohnson,M,NOT NB,NOT NB
cluelessthembo,NB,NB,NOT NB
KevinYa13099403,M,NOT NB,NOT NB
MrChambersMS,M,NOT NB,NOT NB
slayerscommathe,NB,NB,NOT NB
kiran_oliver,NB,NB,NB
fleshloathe,NB,NB,NB
Whilhorst,M,NOT NB,NOT NB
suffolkvicar,M,NOT NB,NOT NB
TheVersian,NB,NB,NOT NB
the_jasper_jane,NB,NB,NB
PossumOtroy,NB,NB,NB
namesescapeme,F,NOT NB,NOT NB
bybencarrier,M,NOT NB,NOT NB
goth_theyfriend,NB,NB,NB
dadiva18,F,NOT NB,NOT NB
WritNelson,M,NOT NB,NOT NB
PNambyar,NB,NB,NB
gpshead,M,NOT NB,NOT NB
abbsnocon,F,NOT NB,NOT NB
centralscot,M,NOT NB,NOT NB
TwitchWasHere,NB,NB,NB
JessiHonard,F,NOT NB,NOT NB
joelcadams,M,NOT NB,NOT NB
jonnysun,M,NOT NB,NB
TheTattooedProf,M,NOT NB,NOT NB
darcy,M,NOT NB,NOT NB
skpodila,F,NOT NB,NOT NB
ScritchfieldRD,F,NOT NB,NOT NB
Booker4KY,M,NOT NB,NOT NB
IanCrookshank,M,NOT NB,NOT NB
BeckyAnnison,F,NOT NB,NOT NB
IncredibleHulko,F,NOT NB,NOT NB
TheOneTAR,NB,NB,NB
RachEttinger,F,NOT NB,NOT NB
dm56892,NB,NB,NOT NB
lilamayhiggins,F,NOT NB,NOT NB
chic0junit,M,NOT NB,NOT NB
chic0junit,M,NOT NB,NOT NB
jetharrington,F,NOT NB,NOT NB
JasonCMarvin,M,NOT NB,NOT NB
PaulKawika,M,NOT NB,NOT NB
chic0junit,M,NOT NB,NOT NB
nevadawolfe,M,NOT NB,NOT NB
JamilaMHammami,NB,NB,NOT NB
LanceBass,M,NOT NB,NOT NB
kat_cahill,F,NOT NB,NOT NB
JasonCMarvin,M,NOT NB,NOT NB
gordonjdruby,M,NOT NB,NOT NB
ladiesbewild,F,NOT NB,NB
dogbitebaby,NB,NB,NB
shamarbeverly,M,NOT NB,NB
KateEMontgomery,F,NOT NB,NOT NB
Der_Pesse,M,NOT NB,NOT NB
geexella,NB,NB,NB
estebanuribe,M,NOT NB,NOT NB
cluelessthembo,NB,NB,NB
abbsnocon,F,NOT NB,NOT NB
Tsikbalichmaya,M,NOT NB,NOT NB
2014ORTOY,M,NOT NB,NOT NB
tstockstein,F,NOT NB,NOT NB
HerArtSheLoves,F,NOT NB,NOT NB
HESherman,M,NOT NB,NOT NB
PVeritySuarez,F,NOT NB,NOT NB
AshleyThaoDam,NB,NB,NB
HESherman,M,NOT NB,NOT NB
clubnobbie,M,NOT NB,NOT NB
JVTrev,NB,NB,NB
juniperinlatin,NB,NB,NB
_mpoe,NB,NB,NOT NB
annaecook,F,NOT NB,NB
wyrdgaest,M,NOT NB,NOT NB
Dorktagnan,NB,NB,NOT NB
briantschu,M,NOT NB,NOT NB
desikitteh,NB,NB,NB
paymentsexpert,M,NOT NB,NOT NB
TheObeeReardon,F,NOT NB,NOT NB
JamilaMHammami,NB,NB,NOT NB
RachEttinger,F,NOT NB,NOT NB
gojirama,F,NOT NB,NOT NB
nextpivotpoint,F,NOT NB,NOT NB
TheyThemTheEli,NB,NB,NB
Carla_TTBA,F,NOT NB,NOT NB
pastriesandcake,F,NOT NB,NOT NB
sjw_LauraKinney,NB,NB,NOT NB
brenda_slomka,F,NOT NB,NOT NB
TerriMLeBlanc,F,NOT NB,NOT NB
shmuel,M,NOT NB,NOT NB
__livvv_,F,NOT NB,NOT NB
MartinezforMD,M,NOT NB,NOT NB
docpalindrome,M,NOT NB,NOT NB
peachmakkoli,NB,NB,NB
JessiHonard,F,NOT NB,NB
PonderEducation,M,NOT NB,NOT NB
_Auntie_Aimee,F,NOT NB,NOT NB
thzinc,M,NOT NB,NOT NB
BilldeBlasio,M,NOT NB,NOT NB
becky__wong,F,NOT NB,NOT NB
pancake_bitch,NB,NB,NOT NB
prickly_boi,NB,NB,NOT NB
DuaneAnders,M,NOT NB,NOT NB
gsnedders,NB,NB,NOT NB
magdajoyce,F,NOT NB,NOT NB
jensinkler,F,NOT NB,NB
TeamSallySez,F,NOT NB,NOT NB
calvincamps,NB,NB,NOT NB
amberlynprince,F,NOT NB,NOT NB
SignifiedAutre,NB,NB,NOT NB
zephariouself,NB,NB,NB
AN_Goldstein,F,NOT NB,NOT NB
niamhnichuilinn,F,NOT NB,NOT NB
TallTechy,F,NOT NB,NOT NB
LeslieJoy1,F,NOT NB,NOT NB
leahtova,NB,NB,NOT NB
namesescapeme,F,NOT NB,NOT NB
BroussardRhonda,F,NOT NB,NOT NB
legalizegoblins,NB,NB,NOT NB
smarmyliberal,F,NOT NB,NOT NB
lilamayhiggins,F,NOT NB,NOT NB
zachhynes,M,NOT NB,NOT NB
MWSchollenberg,M,NOT NB,NOT NB
nagnagnag,M,NOT NB,NOT NB
amberlynprince,F,NOT NB,NOT NB
thelizzypearl,F,NOT NB,NOT NB
denn_daddy,M,NOT NB,NOT NB
gordonjdruby,M,NOT NB,NOT NB
cyanbloomm,NB,NB,NB
trobedsbitch,M,NOT NB,NOT NB
cpa12k,NB,NB,NOT NB
gordonjdruby,M,NOT NB,NOT NB
BlakeleyJenn,F,NOT NB,NOT NB
goldman,M,NOT NB,NOT NB
StacyRex,NB,NB,NOT NB
Anne_Kanopi,F,NOT NB,NOT NB
BigggRusss,M,NOT NB,NOT NB
austen_writes_,NB,NB,NOT NB
RukhsanaSyed,F,NOT NB,NOT NB
wilko_lauren,NB,NB,NOT NB
cyanbloomm,NB,NB,NB
joy_hoffman,F,NOT NB,NOT NB
OhHeyDJ,M,NOT NB,NOT NB
RobKendt,M,NOT NB,NOT NB
Rebecca__Rouse,F,NOT NB,NOT NB
JeremyCShipp,NB,NB,NOT NB
KrisEmilyMD,F,NOT NB,NOT NB
AGirlOfHerWords,F,NOT NB,NOT NB
traviszinnel,M,NOT NB,NOT NB
DomDiFurio,M,NOT NB,NB
lbdehertogh,F,NOT NB,NOT NB
pastordj,M,NOT NB,NOT NB
MWSchollenberg,M,NOT NB,NOT NB
StacyRex,NB,NB,NB
dudleypj,M,NOT NB,NOT NB
AndiDealsPoker,F,NOT NB,NOT NB
SpenserStarke,M,NOT NB,NOT NB
riymix,M,NOT NB,NOT NB
jhinthony,M,NOT NB,NB
DanceforMyself,NB,NB,NOT NB
JeremyCShipp,NB,NB,NOT NB
Dr_Ronx,NB,NB,NB
darkskintrudeau,NB,NB,NOT NB
SweetVanLoan,F,NOT NB,NB
MillennialXpert,F,NOT NB,NOT NB
PNambyar,NB,NB,NB
AJbigbadWolff,F,NOT NB,NB
juniperinlatin,NB,NB,NB
TrackerJessica,F,NOT NB,NOT NB
AtomicFirebird,NB,NB,NOT NB
jetharrington,F,NOT NB,NOT NB
KrisEmilyMD,F,NOT NB,NOT NB
austen_writes_,NB,NB,NOT NB
fdmts,M,NOT NB,NOT NB
allyrosecoll,F,NOT NB,NOT NB
dlabeach,M,NOT NB,NOT NB
showardtweets,F,NOT NB,NOT NB
wilko_lauren,NB,NB,NOT NB
robertemilem,M,NOT NB,NOT NB
scotryder,M,NOT NB,NOT NB
JamieSuchomel,F,NOT NB,NOT NB
chordaetendinae,NB,NB,NB
JaimeLidgard,NB,NB,NB
dudleypj,M,NOT NB,NOT NB
DanitheEngineer,F,NOT NB,NOT NB
ryanlpainter,M,NOT NB,NOT NB
joy_hoffman,F,NOT NB,NOT NB
shmuel,M,NOT NB,NOT NB
zachhynes,M,NOT NB,NOT NB
