username,gender,label,prediction
anders_d_k,M,NOT F,NOT F
rob_kabobb,M,NOT F,NOT F
dm56892,NB,NOT F,NOT F
ScritchfieldRD,F,F,NOT F
TonyChatman,M,NOT F,F
immacuIatechaos,NB,NOT F,NOT F
peachmakkoli,NB,NOT F,F
StephenGKrueger,NB,NOT F,F
UA_Mr_Harrell,M,NOT F,NOT F
gpshead,M,NOT F,NOT F
KevinIrvineChi,M,NOT F,NOT F
M_A_Ormerod,M,NOT F,NOT F
IncredibleHulko,F,F,NOT F
jguard_24,M,NOT F,F
tiffanymjewell,F,F,NOT F
JuliusGoat,M,NOT F,F
RachEttinger,F,F,NOT F
vinayaravind,M,NOT F,NOT F
nagnagnag,M,NOT F,F
brenda_slomka,F,F,F
meaganintx,F,F,F
becky__wong,F,F,F
BeckyAnnison,F,F,NOT F
AshleyThaoDam,NB,NOT F,F
SParSuperStar,F,F,F
DanitheEngineer,F,F,NOT F
JennaMagnuski,F,F,F
zannalyons,F,F,NOT F
goldman,M,NOT F,F
AtomicFirebird,NB,NOT F,NOT F
gantpants,M,NOT F,F
_runfatgirlrun,F,F,F
Echo_Heo,NB,NOT F,NOT F
annaecook,F,F,NOT F
ShannonNara,F,F,NOT F
grooveplex,M,NOT F,NOT F
abbsnocon,F,F,F
wilko_lauren,NB,NOT F,NOT F
belchetron,M,NOT F,F
MillennialXpert,F,F,NOT F
dm56892,NB,NOT F,NOT F
zannalyons,F,F,NOT F
m__fluke,NB,NOT F,NOT F
AliceSkary,NB,NOT F,NOT F
pastriesandcake,F,F,F
hawklord2112,M,NOT F,NOT F
TimLumpkins,M,NOT F,F
AlexHarrowSFF,NB,NOT F,NOT F
chic0junit,M,NOT F,F
philcritchley,M,NOT F,F
prmorphine,M,NOT F,NOT F
jguard_24,M,NOT F,F
llimcole,F,F,NOT F
HistoryNed,M,NOT F,NOT F
EEADHorne,F,F,NOT F
nicycle,F,F,NOT F
RisukaMisai,NB,NOT F,NOT F
mcnees,M,NOT F,NOT F
CHeartsTrees,F,F,NOT F
thegaythey,NB,NOT F,NOT F
sorenwork,NB,NOT F,NOT F
Stacyc55,F,F,NOT F
TonyChatman,M,NOT F,F
TheWallner,F,F,NOT F
leahtova,NB,NOT F,NOT F
Mr_He_Me_Him,M,NOT F,NOT F
gauravsabnis,M,NOT F,NOT F
maxmasure,NB,NOT F,NOT F
helllpapii,NB,NOT F,NOT F
camikaos,F,F,NOT F
carr_8,F,F,NOT F
anthoknees,NB,NOT F,NOT F
IndoorWTF,M,NOT F,NOT F
TheAtomicMommy,F,F,NOT F
They_Goblin,NB,NOT F,NOT F
2014ORTOY,M,NOT F,NOT F
Rebecca__Rouse,F,F,NOT F
HerArtSheLoves,F,F,F
kim_hoyos,F,F,NOT F
2014ORTOY,M,NOT F,NOT F
MsMandyJ,F,F,NOT F
justjerdi,F,F,F
KrisEmilyMD,F,F,NOT F
tstockstein,F,F,NOT F
TrinityTheTuck,NB,NOT F,NOT F
TallTechy,F,F,NOT F
anuomni,NB,NOT F,NOT F
fleshloathe,NB,NOT F,NOT F
niamhnichuilinn,F,F,NOT F
efboltz,F,F,NOT F
BryanLakatos,M,NOT F,F
TheBlackFemVeg,NB,NOT F,F
geexella,NB,NOT F,NOT F
teachingmissk,F,F,F
Candi,F,F,NOT F
smolqueerdragon,F,F,NOT F
blanketperson,M,NOT F,NOT F
sjw_LauraKinney,NB,NOT F,NOT F
Whilhorst,M,NOT F,F
ogflavorsstan,NB,NOT F,NOT F
IanCrookshank,M,NOT F,NOT F
kristanshawgo,F,F,NOT F
EliPresidente,M,NOT F,NOT F
burst0fhope,NB,NOT F,NOT F
M_A_Ormerod,M,NOT F,NOT F
_GreyWhite,NB,NOT F,NOT F
kim_hoyos,F,F,F
RLynneHarris,F,F,NOT F
WritNelson,M,NOT F,NOT F
ShannonNara,F,F,NOT F
RiderOfBrohon,NB,NOT F,NOT F
LELIAHSADE,NB,NOT F,NOT F
HESherman,M,NOT F,F
AddieDomske,F,F,NOT F
DonnaSteff,F,F,NOT F
lizfromsela,F,F,NOT F
Theclairrock,NB,NOT F,F
KateLechler,F,F,NOT F
MeeraCK,F,F,NOT F
gauravsabnis,M,NOT F,NOT F
brittnhasty,F,F,NOT F
FamDoc_Forest,F,F,NOT F
JohannesEvans,M,NOT F,NOT F
DomDiFurio,M,NOT F,F
Jen_Ingham,F,F,F
shelvethebooks,NB,NOT F,NOT F
pancake_bitch,NB,NOT F,NOT F
BlueRoseNZ,F,F,NOT F
mischief_nerd,NB,NOT F,F
justjerdi,F,F,F
PNambyar,NB,NOT F,NOT F
victoriagrows,NB,NOT F,F
RHicks,F,F,NOT F
chordaetendinae,NB,NOT F,NOT F
immacuIatechaos,NB,NOT F,NOT F
VioletFireBee,NB,NOT F,NOT F
RaymondForbes,M,NOT F,NOT F
inspirasian51,NB,NOT F,NOT F
JonathanJR732,M,NOT F,NOT F
hiddeninabook,F,F,F
HistoryNed,M,NOT F,F
EviKline,F,F,NOT F
TheVersian,NB,NOT F,NOT F
JAMEE_NICOLEE,NB,NOT F,F
TheJasonGreene,M,NOT F,NOT F
peachmakkoli,NB,NOT F,NOT F
DN_Bryn,NB,NOT F,NOT F
RisukaMisai,NB,NOT F,F
dogbitebaby,NB,NOT F,F
RobKendt,M,NOT F,F
juniperinlatin,NB,NOT F,NOT F
Kolonakimou,NB,NOT F,F
adapperprof,F,F,F
burst0fhope,NB,NOT F,NOT F
dudleypj,M,NOT F,NOT F
HESherman,M,NOT F,F
brittnhasty,F,F,NOT F
underscoretire,M,NOT F,NOT F
RLynneHarris,F,F,NOT F
jathko,M,NOT F,NOT F
RLynneHarris,F,F,F
bensheldon,M,NOT F,F
imamusaller,NB,NOT F,NOT F
MsMandyJ,F,F,NOT F
ellenblunsdon,F,F,NOT F
suffolkvicar,M,NOT F,NOT F
smolnswole,NB,NOT F,NOT F
prickly_boi,NB,NOT F,NOT F
JAMEE_NICOLEE,NB,NOT F,NOT F
KateEMontgomery,F,F,F
_runfatgirlrun,F,F,NOT F
mjgiarlo,M,NOT F,F
CherylRainfield,F,F,F
BilldeBlasio,M,NOT F,NOT F
CABreretonKY,F,F,F
TawnyRoseCase,NB,NOT F,NOT F
almost5feet,F,F,NOT F
AndiDealsPoker,F,F,F
jamsternazzy,NB,NOT F,NOT F
QuirkyQwerssie,NB,NOT F,NOT F
RachEttinger,F,F,NOT F
ClariceDAiello,F,F,NOT F
gpshead,M,NOT F,NOT F
momdragana,M,NOT F,NOT F
Zenorobster,M,NOT F,F
LeslieJoy1,F,F,F
PupTetris,NB,NOT F,NOT F
M_A_Ormerod,M,NOT F,NOT F
Rebecca__Rouse,F,F,NOT F
zannalyons,F,F,NOT F
davemusson,M,NOT F,NOT F
wilko_lauren,NB,NOT F,NOT F
vinayaravind,M,NOT F,NOT F
jamsternazzy,NB,NOT F,NOT F
thegaythey,NB,NOT F,NOT F
startupjedi,M,NOT F,F
carriefox,F,F,F
sekisetsu,NB,NOT F,NOT F
M_A_Ormerod,M,NOT F,F
traviszinnel,M,NOT F,NOT F
DN_Bryn,NB,NOT F,F
theredseraph,M,NOT F,F
graciedactyl,F,F,F
Tsikbalichmaya,M,NOT F,NOT F
DanaeWriting,NB,NOT F,NOT F
JVTrev,NB,NOT F,NOT F
Candi,F,F,NOT F
gayspacepilot,NB,NOT F,NOT F
sunildasgupta4,M,NOT F,F
TheOneTAR,NB,NOT F,NOT F
Kmlaffs,F,F,NOT F
znmeb,M,NOT F,NOT F
catrocketship,NB,NOT F,F
BeverlyYanuaria,F,F,NOT F
isaacangelz,NB,NOT F,NOT F
RHicks,F,F,NOT F
JamilaMHammami,NB,NOT F,NOT F
NadkarniNamrata,F,F,NOT F
tiffanymjewell,F,F,NOT F
paymentsexpert,M,NOT F,NOT F
suffolkvicar,M,NOT F,NOT F
AddieDomske,F,F,NOT F
fairytopialex,NB,NOT F,NOT F
JasonCMarvin,M,NOT F,NOT F
CurtisCChen,M,NOT F,F
smolnswole,NB,NOT F,NOT F
Archainis,M,NOT F,NOT F
leilazadeh,F,F,NOT F
TheVersian,NB,NOT F,NOT F
shengxiaoyu,F,F,NOT F
pastordj,M,NOT F,NOT F
AKapilashrami,F,F,NOT F
RaymondForbes,M,NOT F,F
TheMudlily,F,F,NOT F
ogflavorsstan,NB,NOT F,NOT F
Aliwaba,F,F,NOT F
thegaythey,NB,NOT F,NOT F
VioletFireBee,NB,NOT F,NOT F
newsmansimon,M,NOT F,NOT F
dalehirt,M,NOT F,F
momdragana,M,NOT F,NOT F
oakandfur,M,NOT F,NOT F
BeckyAnnison,F,F,NOT F
zannalyons,F,F,NOT F
cpa12k,NB,NOT F,NOT F
mawillcockson,NB,NOT F,NOT F
_Auntie_Aimee,F,F,NOT F
jamsternazzy,NB,NOT F,NOT F
_Auntie_Aimee,F,F,NOT F
hawklord2112,M,NOT F,NOT F
joelcadams,M,NOT F,NOT F
RiaOtero,F,F,NOT F
gauravsabnis,M,NOT F,NOT F
MC_of_A,M,NOT F,F
graciedactyl,F,F,NOT F
CherylRainfield,F,F,F
magdajoyce,F,F,NOT F
becky__wong,F,F,NOT F
cwalterswrite,M,NOT F,NOT F
leilazadeh,F,F,F
robiliciousnz,M,NOT F,F
transzoeperry,F,F,F
ForWyo,F,F,F
rob_kabobb,M,NOT F,NOT F
AlfredLewislll,M,NOT F,NOT F
shesthefirst,F,F,NOT F
erinkburrell,F,F,NOT F
juliannebrands,F,F,NOT F
coreyevanmusic,M,NOT F,NOT F
CHeartsTrees,F,F,NOT F
StringBassMotiv,M,NOT F,NOT F
momdragana,M,NOT F,NOT F
itswalela,NB,NOT F,NOT F
marteki,F,F,NOT F
HESherman,M,NOT F,F
TisforTMI,F,F,F
theshenners,NB,NOT F,NOT F
magdajoyce,F,F,NOT F
axhawk,M,NOT F,F
OhHeyDJ,M,NOT F,NOT F
rlorenxo,NB,NOT F,NOT F
Khoshtistic,M,NOT F,NOT F
StephenGKrueger,NB,NOT F,NOT F
SpenserStarke,M,NOT F,NOT F
kevinspenst,M,NOT F,NOT F
jamestallosi,M,NOT F,NOT F
gwtrev,M,NOT F,NOT F
gauravsabnis,M,NOT F,NOT F
neonmoonmilk,NB,NOT F,NOT F
JCKronin,NB,NOT F,NOT F
TheAtomicMommy,F,F,F
tiffanymjewell,F,F,NOT F
jonnysun,M,NOT F,NOT F
AndiDealsPoker,F,F,NOT F
skpodila,F,F,F
sjw_LauraKinney,NB,NOT F,NOT F
efboltz,F,F,NOT F
Shedrawsnigh,F,F,NOT F
jonrosenberg,M,NOT F,NOT F
sunildasgupta4,M,NOT F,NOT F
ogflavorsstan,NB,NOT F,F
TrackerJessica,F,F,NOT F
blanketperson,M,NOT F,NOT F
KotaLee11,NB,NOT F,NOT F
BeckyAnnison,F,F,NOT F
NifMuhammad,M,NOT F,F
momdragana,M,NOT F,NOT F
kvetchingguru,M,NOT F,NOT F
SweetVanLoan,F,F,NOT F
obeykaedra,NB,NOT F,NOT F
iGregoryJohnson,M,NOT F,NOT F
victoriagrows,NB,NOT F,NOT F
smolnswole,NB,NOT F,NOT F
suffolkvicar,M,NOT F,NOT F
Dr_Ronx,NB,NOT F,NOT F
paymentsexpert,M,NOT F,F
JAMEE_NICOLEE,NB,NOT F,NOT F
ryanlpainter,M,NOT F,NOT F
juniperinlatin,NB,NOT F,NOT F
iGregoryJohnson,M,NOT F,NOT F
cluelessthembo,NB,NOT F,NOT F
KevinYa13099403,M,NOT F,NOT F
MrChambersMS,M,NOT F,F
slayerscommathe,NB,NOT F,F
kiran_oliver,NB,NOT F,NOT F
fleshloathe,NB,NOT F,NOT F
Whilhorst,M,NOT F,NOT F
suffolkvicar,M,NOT F,NOT F
TheVersian,NB,NOT F,NOT F
the_jasper_jane,NB,NOT F,NOT F
PossumOtroy,NB,NOT F,NOT F
namesescapeme,F,F,NOT F
bybencarrier,M,NOT F,F
goth_theyfriend,NB,NOT F,NOT F
dadiva18,F,F,NOT F
WritNelson,M,NOT F,NOT F
PNambyar,NB,NOT F,NOT F
gpshead,M,NOT F,NOT F
abbsnocon,F,F,F
centralscot,M,NOT F,NOT F
TwitchWasHere,NB,NOT F,NOT F
JessiHonard,F,F,NOT F
joelcadams,M,NOT F,NOT F
jonnysun,M,NOT F,NOT F
TheTattooedProf,M,NOT F,F
darcy,M,NOT F,NOT F
skpodila,F,F,F
ScritchfieldRD,F,F,F
Booker4KY,M,NOT F,NOT F
IanCrookshank,M,NOT F,NOT F
BeckyAnnison,F,F,NOT F
IncredibleHulko,F,F,NOT F
TheOneTAR,NB,NOT F,NOT F
RachEttinger,F,F,F
dm56892,NB,NOT F,NOT F
lilamayhiggins,F,F,F
chic0junit,M,NOT F,NOT F
chic0junit,M,NOT F,F
jetharrington,F,F,F
JasonCMarvin,M,NOT F,NOT F
PaulKawika,M,NOT F,NOT F
chic0junit,M,NOT F,F
nevadawolfe,M,NOT F,NOT F
JamilaMHammami,NB,NOT F,NOT F
LanceBass,M,NOT F,NOT F
kat_cahill,F,F,NOT F
JasonCMarvin,M,NOT F,NOT F
gordonjdruby,M,NOT F,NOT F
ladiesbewild,F,F,F
dogbitebaby,NB,NOT F,NOT F
shamarbeverly,M,NOT F,NOT F
KateEMontgomery,F,F,NOT F
Der_Pesse,M,NOT F,NOT F
geexella,NB,NOT F,NOT F
estebanuribe,M,NOT F,NOT F
cluelessthembo,NB,NOT F,NOT F
abbsnocon,F,F,NOT F
Tsikbalichmaya,M,NOT F,NOT F
2014ORTOY,M,NOT F,NOT F
tstockstein,F,F,NOT F
HerArtSheLoves,F,F,NOT F
HESherman,M,NOT F,F
PVeritySuarez,F,F,NOT F
AshleyThaoDam,NB,NOT F,F
HESherman,M,NOT F,NOT F
clubnobbie,M,NOT F,NOT F
JVTrev,NB,NOT F,NOT F
juniperinlatin,NB,NOT F,F
_mpoe,NB,NOT F,F
annaecook,F,F,NOT F
wyrdgaest,M,NOT F,NOT F
Dorktagnan,NB,NOT F,F
briantschu,M,NOT F,F
desikitteh,NB,NOT F,NOT F
paymentsexpert,M,NOT F,F
TheObeeReardon,F,F,F
JamilaMHammami,NB,NOT F,NOT F
RachEttinger,F,F,NOT F
gojirama,F,F,F
nextpivotpoint,F,F,NOT F
TheyThemTheEli,NB,NOT F,NOT F
Carla_TTBA,F,F,NOT F
pastriesandcake,F,F,NOT F
sjw_LauraKinney,NB,NOT F,NOT F
brenda_slomka,F,F,F
TerriMLeBlanc,F,F,F
shmuel,M,NOT F,NOT F
__livvv_,F,F,NOT F
MartinezforMD,M,NOT F,NOT F
docpalindrome,M,NOT F,NOT F
peachmakkoli,NB,NOT F,F
JessiHonard,F,F,NOT F
PonderEducation,M,NOT F,NOT F
_Auntie_Aimee,F,F,F
thzinc,M,NOT F,NOT F
BilldeBlasio,M,NOT F,NOT F
becky__wong,F,F,NOT F
pancake_bitch,NB,NOT F,NOT F
prickly_boi,NB,NOT F,NOT F
DuaneAnders,M,NOT F,F
gsnedders,NB,NOT F,NOT F
magdajoyce,F,F,NOT F
jensinkler,F,F,NOT F
TeamSallySez,F,F,NOT F
calvincamps,NB,NOT F,NOT F
amberlynprince,F,F,NOT F
SignifiedAutre,NB,NOT F,NOT F
zephariouself,NB,NOT F,NOT F
AN_Goldstein,F,F,NOT F
niamhnichuilinn,F,F,NOT F
TallTechy,F,F,F
LeslieJoy1,F,F,NOT F
leahtova,NB,NOT F,NOT F
namesescapeme,F,F,NOT F
BroussardRhonda,F,F,NOT F
legalizegoblins,NB,NOT F,NOT F
smarmyliberal,F,F,F
lilamayhiggins,F,F,NOT F
zachhynes,M,NOT F,NOT F
MWSchollenberg,M,NOT F,NOT F
nagnagnag,M,NOT F,NOT F
amberlynprince,F,F,NOT F
thelizzypearl,F,F,F
denn_daddy,M,NOT F,NOT F
gordonjdruby,M,NOT F,NOT F
cyanbloomm,NB,NOT F,NOT F
trobedsbitch,M,NOT F,NOT F
cpa12k,NB,NOT F,F
gordonjdruby,M,NOT F,NOT F
BlakeleyJenn,F,F,NOT F
goldman,M,NOT F,F
StacyRex,NB,NOT F,F
Anne_Kanopi,F,F,F
BigggRusss,M,NOT F,F
austen_writes_,NB,NOT F,F
RukhsanaSyed,F,F,NOT F
wilko_lauren,NB,NOT F,NOT F
cyanbloomm,NB,NOT F,NOT F
joy_hoffman,F,F,NOT F
OhHeyDJ,M,NOT F,NOT F
RobKendt,M,NOT F,F
Rebecca__Rouse,F,F,NOT F
JeremyCShipp,NB,NOT F,F
KrisEmilyMD,F,F,F
AGirlOfHerWords,F,F,F
traviszinnel,M,NOT F,F
DomDiFurio,M,NOT F,F
lbdehertogh,F,F,NOT F
pastordj,M,NOT F,NOT F
MWSchollenberg,M,NOT F,NOT F
StacyRex,NB,NOT F,F
dudleypj,M,NOT F,NOT F
AndiDealsPoker,F,F,F
SpenserStarke,M,NOT F,NOT F
riymix,M,NOT F,NOT F
jhinthony,M,NOT F,NOT F
DanceforMyself,NB,NOT F,NOT F
JeremyCShipp,NB,NOT F,NOT F
Dr_Ronx,NB,NOT F,NOT F
darkskintrudeau,NB,NOT F,NOT F
SweetVanLoan,F,F,NOT F
MillennialXpert,F,F,F
PNambyar,NB,NOT F,NOT F
AJbigbadWolff,F,F,NOT F
juniperinlatin,NB,NOT F,NOT F
TrackerJessica,F,F,F
AtomicFirebird,NB,NOT F,F
jetharrington,F,F,NOT F
KrisEmilyMD,F,F,F
austen_writes_,NB,NOT F,F
fdmts,M,NOT F,NOT F
allyrosecoll,F,F,F
dlabeach,M,NOT F,NOT F
showardtweets,F,F,NOT F
wilko_lauren,NB,NOT F,NOT F
robertemilem,M,NOT F,NOT F
scotryder,M,NOT F,NOT F
JamieSuchomel,F,F,F
chordaetendinae,NB,NOT F,NOT F
JaimeLidgard,NB,NOT F,NOT F
dudleypj,M,NOT F,NOT F
DanitheEngineer,F,F,NOT F
ryanlpainter,M,NOT F,NOT F
joy_hoffman,F,F,NOT F
shmuel,M,NOT F,NOT F
zachhynes,M,NOT F,F
gsnedders,NB,NOT F,NOT F
jmugele,M,NOT F,F
crewmanalex,NB,NOT F,NOT F
crewmanalex,NB,NOT F,NOT F
carr_8,F,F,NOT F
zannalyons,F,F,NOT F
msmegmassey,F,F,NOT F
Ravelyn,F,F,NOT F
Casually_Jay,M,NOT F,NOT F
wyrdgaest,M,NOT F,F
slayerscommathe,NB,NOT F,NOT F
denn_daddy,M,NOT F,NOT F
ShaughnessyEmmy,F,F,NOT F
_MistyGraves_,NB,NOT F,NOT F
sr_brownwriter,NB,NOT F,NOT F
_GreyWhite,NB,NOT F,NOT F
QuirkyQwerssie,NB,NOT F,NOT F
joelcadams,M,NOT F,NOT F
dogbitebaby,NB,NOT F,NOT F
robiliciousnz,M,NOT F,F
leah_kelley,F,F,F
TwitchWasHere,NB,NOT F,NOT F
AtomicFirebird,NB,NOT F,NOT F
AngSuperPowers,F,F,NOT F
TrackerJessica,F,F,F
carriefox,F,F,F
clubnobbie,M,NOT F,NOT F
kurtistowne,NB,NOT F,F
_awwsmm,M,NOT F,NOT F
poemsboutpoetry,M,NOT F,F
werekoyote,NB,NOT F,F
OhHeyDJ,M,NOT F,F
jamestallosi,M,NOT F,NOT F
kevinlwei,NB,NOT F,F
transzoeperry,F,F,NOT F
mischief_nerd,NB,NOT F,NOT F
allisonelliots,NB,NOT F,F
burst0fhope,NB,NOT F,F
almost5feet,F,F,NOT F
RLynneHarris,F,F,NOT F
RobKendt,M,NOT F,F
Mr_He_Me_Him,M,NOT F,NOT F
gayspacepilot,NB,NOT F,NOT F
nicycle,F,F,NOT F
CHeartsTrees,F,F,F
coreyevanmusic,M,NOT F,F
kat_cahill,F,F,F
luxxe_ember,NB,NOT F,NOT F
wilko_lauren,NB,NOT F,NOT F
DeannaDanger,NB,NOT F,NOT F
RTWeirdZ,M,NOT F,NOT F
goldenthem,NB,NOT F,NOT F
annaecook,F,F,F
MrChambersMS,M,NOT F,F
Harrysgd,F,F,NOT F
poemsboutpoetry,M,NOT F,NOT F
brenda_slomka,F,F,NOT F
mr_shiny,M,NOT F,NOT F
Calcifer_S,NB,NOT F,NOT F
LeslieJoy1,F,F,F
dadiva18,F,F,NOT F
trobedsbitch,M,NOT F,NOT F
traviszinnel,M,NOT F,F
luxxe_ember,NB,NOT F,NOT F
AlyssaGins,F,F,NOT F
TimLumpkins,M,NOT F,NOT F
BigggRusss,M,NOT F,NOT F
ryanlpainter,M,NOT F,F
itswalela,NB,NOT F,F
WritNelson,M,NOT F,NOT F
zannalyons,F,F,NOT F
fdmts,M,NOT F,NOT F
RobKendt,M,NOT F,NOT F
TeamSallySez,F,F,F
asg__creations,NB,NOT F,NOT F
momdragana,M,NOT F,NOT F
thelizzypearl,F,F,NOT F
gauravsabnis,M,NOT F,NOT F
jessicaeburke,F,F,NOT F
AKapilashrami,F,F,NOT F
They_Goblin,NB,NOT F,NOT F
sekisetsu,NB,NOT F,NOT F
magdajoyce,F,F,F
_MistyGraves_,NB,NOT F,F
TerriMLeBlanc,F,F,F
startupjedi,M,NOT F,NOT F
sekisetsu,NB,NOT F,NOT F
juliannebrands,F,F,F
wyrdgaest,M,NOT F,NOT F
Rebecca__Rouse,F,F,NOT F
